"Church Name","District Name",Mainkey,Churchcode,"Church Mail To",ReportStatus,Validate
"The Table","Mid-Atlantic District C&MA",753869,1524014,info@thetablecma.org,Completed,Y
"The Table Philadelphia, A Church of the C&MA","Metropolitan District C&MA",756360,1242010,ginocurcuruto@gmail.com,Completed,Y
"The Vietnamese Church of Hope","Vietnamese District C&MA",787235,8953036,,"Not Started",N
"The Village Chapel","Northeastern District C&MA",314148,2436143,pastkl1212@aol.com,Completed,Y
"The Way","Alliance Northwest District C&MA",773886,3053011,,Completed,Y
"The Way Family Christian Center of the C&MA","Metropolitan District C&MA",743796,1236024,felix@the-way-fcc.org,Completed,Y
"The Well Community Church","The Alliance Midwest District",760627,1817008,bkarwoski@gmail.com,Completed,Y
"Third Alliance Spanish Church","Spanish Eastern District C&MA",313103,8736330,maria1felipe@aol.com,Completed,N
"Third Way Community Church","South Pacific Alliance",775725,3906048,thirdwaycommunity@gmail.com,Completed,Y
"Tionesta C&MA Church","Western PA District C&MA",311516,5742697,tionestacma@gmail.com,Completed,Y
"Titusville C&MA Church","Western PA District C&MA",311520,5742700,,Completed,Y
"To Go Christian Church","South Pacific Alliance",775726,3906059,,Completed,Y
"Toledo Chinese Alliance Church","Great Lakes District C&MA",302131,1039742,huarongguang@gmail.com,Completed,Y
"Tracy Alliance Church","North Central District C&MA",305219,2727705,tracyalliance@gmail.com,Completed,Y
"Tracy Creek Memorial Church","Northeastern District C&MA",304633,2436670,tcmc@tcmcvestal.org,Completed,Y
"Tri Cities Chinese C&MA Church","Alliance Northwest District C&MA",306489,3053605,ministry.tccac@gmail.com,Completed,Y
"Tri City Hmong Alliance Church","Hmong District C&MA",312325,7326150,nthlee@sbcglobal.net,Completed,Y
"Tri-County Alliance Church","North Central District C&MA",304873,2727063,tcachurch@frontiernet.net,Completed,Y
"Triangle Chinese Alliance Church","The Alliance South",786578,3637055,,Completed,N
"Trinity Alliance Church","Northeastern District C&MA",304376,2436270,info@trinityalliancechurch.com,Completed,Y
"Trinity Alliance Church","Western Great Lakes District C&MA",310591,5555377,pastor@trinity-cma.org,Completed,Y
"Trinity Alliance Church","Metropolitan District C&MA",302322,1234625,trinityalliance@comcast.net,Completed,Y
"Trinity Alliance Church","Central Pacific District C&MA",300819,0606408,pastorbobbaker@gmail.com,Completed,Y
"Trinity Alliance Church of the C&MA","Hmong District C&MA",320111,7305210,,Completed,Y
"Trinity Christian Chapel","Metropolitan District C&MA",302356,1234700,welcome@tcchapel.com,Completed,Y
"Trinity Fellowship","Alliance South Central",309617,4848370,trinityfellowshipchinesechurch@yahoo.com,Completed,Y
"Triumph Alliance Church","Hmong District C&MA",727690,7327014,nplachongkong@gmail.com,Completed,Y
"Triumphant Life Church","North Central District C&MA",304845,2727034,livethelife@scicable.com,Completed,Y
"True Life Church","Rocky Mountain District C&MA",307125,3330768,church.truelife@yahoo.com,Completed,Y
"True Life Church","Hmong District C&MA",350305,7337015,truelife@truelifealliancechurch.org,Completed,Y
"True Life Church of the C&MA","Metropolitan District C&MA",725018,1234030,Chris@truelifenj.com,Completed,Y
"True Life Fellowship of the C&MA","Alliance Northwest District C&MA",306331,3053095,truelifefellowshipcma@yahoo.com,Completed,Y
"True Light Alliance Church of New York","Korean District C&MA",312681,7836241,nychambit@hotmail.com,"Not Started",N
"True Vine Church Community","Metropolitan District C&MA",301594,1242570,truevinephilly@gmail.com,Completed,Y
"Truth Chinese Alliance Church","South Pacific Alliance",308197,3906320,servel74@yahoo.com,Completed,Y
"Tuba City C&MA","South Pacific Alliance",314352,3904490,dr.haskins@yahoo.com,Completed,Y
"Tucson Chinese Alliance Church","South Pacific Alliance",783836,3904026,,Completed,Y
"Tucson Vietnamese Alliance Church","Vietnamese District C&MA",313223,8904800,nguyenthanhanhdung@yahoo.com,Completed,N
"Tulsa Hmong Alliance Church","Hmong District C&MA",312395,7340600,tulsahmongalliance@gmail.com,Completed,Y
"Twin Cities Hmong Alliance Church","Hmong District C&MA",312367,7327860,tchac@outlook.com,Completed,Y
"Twin Valley Alliance Church","Eastern PA District C&MA",301685,0942697,tvalliance@epix.net,Completed,Y
"Tyler Alliance Church","North Central District C&MA",305223,2727720,tyleralliancechurch@gmail.com,Completed,Y
"Tyrone C&MA Church","Western PA District C&MA",311535,5742715,caschmidt52@gmail.com,Completed,Y
"Union Avenue Alliance Church","Central District C&MA",300271,0339229,nathaniel.mason@att.net,Completed,Y
"Union Bible  Church of the C&MA Inc","Metropolitan District C&MA",302364,1234725,office@metrocma.org,Completed,Y
"Union City C&MA Church","Western PA District C&MA",311539,5742720,pastortomhunsberger@gmail.com,Completed,Y
"Union City Vietnamese Alliance Church","Vietnamese District C&MA",313229,8906205,nguyenanhdung461@yahoo.com,Completed,N
"Union Hill Church","Alliance Northwest District C&MA",306476,3053560,info@uhchurch.org,"Not Started",N
"Uplift Church","The Alliance Southeast",741691,4212007,upliftchurchjax@gmail.com,Completed,Y
"Upper St Clair C&MA Church","Western PA District C&MA",311551,5742730,accounts@uscalliance.net,Completed,Y
"Valley Alliance Church","Eastern PA District C&MA",301698,0942720,cmawp.pastor@gmail.com,Completed,Y
"Valley Alliance Church","Northeastern District C&MA",304474,2436425,vac1@frontiernet.net,Completed,Y
"Valley C&MA Church","Eastern PA District C&MA",301275,0942030,,Completed,Y
"Valley Church","Alliance Northwest District C&MA",306479,3053580,welcome@govalley.org,Completed,Y
"Valley Community Church of the C&MA","Metropolitan District C&MA",765710,1234028,jcypoon@yahoo.com,Completed,Y
"Valley View Alliance Church","Western PA District C&MA",311144,5742355,mikechilds56@yahoo.com,Completed,Y
"Valley View Chapel","Metropolitan District C&MA",302239,1234275,vvc@valleyviewchapel.org,Completed,Y
"ValleyView Alliance Church","Eastern PA District C&MA",301428,0942315,church@valleyviewcma.org,Completed,Y
"Valleyview Alliance Church","Northeastern District C&MA",304342,2436220,office@valleyviewalliance.org,Completed,Y
"Veneta Alliance Church","Alliance Northwest District C&MA",306238,3041744,venetaalliance@gmail.com,Completed,Y
"Venture Church of the C&MA","Central District C&MA",300496,0339782,info@myventurechurch.com,Completed,Y
"Verndale Alliance Church","North Central District C&MA",305232,2727735,verncma@wcta.net,Completed,Y
"Vero Beach Alliance Church","The Alliance Southeast",308984,4212711,gramsh4christ@yahoo.com,Completed,Y
"Vertical Church of the C&MA","Central Pacific District C&MA",300874,0606507,findjesus@vcsjc.org,Completed,Y
"Victory Alliance Church","Hmong District C&MA",323312,7306430,leepaul632@gmail.com,Completed,Y
"Victory Alliance Tabernacle","The Alliance Midwest District",315174,1818265,,Completed,Y
"Victory Church of the C&MA","Alliance South Central",779645,4848022,victorychurchcma@gmail.com,Completed,Y
"Victory Hmong Alliance Church","Hmong District C&MA",727598,7313007,,Completed,Y
"Victory Hmong Alliance Church C&MA","Hmong District C&MA",312461,7355300,isaiahythor@gmail.com,Completed,Y
"Victory of Grace Church of the C&MA","The Alliance Southeast",308625,4212170,calebdeliard@yahoo.com,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",313384,8931600,cheanhliet@gmail.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313271,8906725,jltbui@sbcglobal.net,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",313415,8942850,vac1154ngst@yahoo.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313354,8917800,ltranconstruction@sbcglobal.net,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313379,8929550,vinhtrong1110@gmail.com,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",313262,8906700,andrewlhta@yahoo.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313280,8906751,msnduong@gmail.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313307,8906880,lengoctrai@yahoo.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313421,8948100,amarillochurch@sbcglobal.net,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313219,8904195,PastorHung2021@gmail.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313274,8906748,huatrungtin@gmail.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313301,8906825,mucsudai@gmail.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313404,8942400,nam_ong@yahoo.com,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",313417,8945300,,"Not Started",N
"Vietnamese Alliance Church","Alliance South Central",313426,4848453,thanhbachn@yahoo.com,Completed,Y
"Vietnamese Alliance Church","Vietnamese District C&MA",326438,8936600,a_nguyen616@yahoo.com,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",313343,8913151,jamesthiad@yahoo.com,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",313231,8906207,sonsamstep@yahoo.com,Completed,Y
"Vietnamese Alliance Church","Vietnamese District C&MA",313357,8919200,huongdinhvan01@gmail.com,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",313247,8906600,hoithanh@tinlanhorange.com,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",313369,8925500,hung68dung@yahoo.com,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",313381,8931500,bvo19@neb.rr.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313268,8906712,johnleenguyen@yahoo.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313396,8937525,nhutnguyen373@yahoo.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313284,8906775,ongme1@yahoo.com,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",313321,8909100,msdanhtran@gmail.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313336,8912800,,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313423,8948200,hoahoatrn@aol.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313433,8951600,minhsamuel@yahoo.com,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",722318,8945013,ngmyhanh2001@yahoo.com,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",313390,8934750,ts.nguyen1201@gmail.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313306,8906830,hienong09@msn.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313407,8942500,ts.nguyen1201@gmail.com,"Not Started",N
"Vietnamese Alliance Church","Vietnamese District C&MA",313330,8912710,msthaianong@gmail.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313429,8950130,sdo@bsdvt.org,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",326439,8941600,msvorong@yahoo.com,Completed,N
"Vietnamese Alliance Church","Vietnamese District C&MA",313359,8919400,anthonykhau54@gmail.com,Completed,N
"Vietnamese Alliance Church New Iberia","Vietnamese District C&MA",337280,8922400,lacle776@gmail.com,"Not Started",N
"Vietnamese Alliance Church of Albuquerque","Vietnamese District C&MA",727835,8935010,allianceabq@gmail.com,Completed,N
"Vietnamese Alliance Church of Alief","Vietnamese District C&MA",313419,8948050,henrypphan@yahoo.com,"Not Started",N
"Vietnamese Alliance Church of Anaheim","Vietnamese District C&MA",313234,8906210,tri.dang.m@gmail.com,Completed,N
"Vietnamese Alliance Church of Apple Valley","Vietnamese District C&MA",317553,8906070,mschannguyen@yahoo.com,"Not Started",N
"Vietnamese Alliance Church of Atlanta","Vietnamese District C&MA",313339,8913050,revdotrungtin@yahoo.com,Completed,N
"Vietnamese Alliance Church of Greater Los Angeles","Vietnamese District C&MA",313251,8906650,kyphun@gmail.com,Completed,N
"Vietnamese Alliance Church of Hartford","Vietnamese District C&MA",322936,8909200,jnguyen21776@gmail.com,"Not Started",N
"Vietnamese Alliance Church of Minnesota","Vietnamese District C&MA",313375,8927890,tanle489hvb@gmail.com,Completed,N
"Vietnamese Alliance Church of Norcross","Vietnamese District C&MA",317551,8913120,tuanthanhchau@yahoo.com,"Not Started",N
"Vietnamese Alliance Church of Poway","Vietnamese District C&MA",746306,8906022,hoithanhtinlanhpoway@yahoo.com,Completed,N
"Vietnamese Alliance Church of South Bay","Vietnamese District C&MA",313238,8906400,tuanhoangnguyen@yahoo.com,Completed,N
"Vietnamese Alliance Church San Fernando Valley","Vietnamese District C&MA",314434,8906850,,Completed,N
"Vietnamese Alliance Church-Belvedere","Vietnamese District C&MA",313233,8906209,khiemngn970@gmail.com,Completed,N
"Vietnamese Alliance Fellowship","Vietnamese District C&MA",313411,8942575,trung0581@yahoo.com,"Not Started",N
"Vietnamese Christian Church","Vietnamese District C&MA",313323,8912300,phatle123@yahoo.com,Completed,Y
"Vietnamese Christian Church of Worcester","Vietnamese District C&MA",313371,8925800,truongnien63@gmail.com,"Not Started",N
"Vietnamese Christian Community Church","Vietnamese District C&MA",319046,8953885,info@vcccseattle.org,Completed,N
"Vietnamese Community Bible Church of New York","Vietnamese District C&MA",337040,8936400,todukhanh@gmail.com,"Not Started",N
"Vietnamese Evangelical Church","Vietnamese District C&MA",313392,8936500,trustgodalone@gmail.com,"Not Started",N
"Vietnamese Evangelical Church","Vietnamese District C&MA",313334,8912750,bontruong54@gmail.com,Completed,N
"Vietnamese Evangelical Church","Vietnamese District C&MA",787236,8953032,,"Not Started",N
"Vietnamese Evangelical Church","Vietnamese District C&MA",313276,8906749,khangochoang@gmail.com,Completed,N
"Vietnamese Evangelical Church of Fountain Valley","Vietnamese District C&MA",347466,8906019,hothenhan@hotmail.com,"Not Started",N
"Vietnamese Evangelical Church of Long Beach","Vietnamese District C&MA",313244,8906558,hingatran@yahoo.com,Completed,N
"Vietnamese Evangelical Church of North Carolina","The Alliance South",710843,3637019,mucsunhiem@gmail.com,Completed,N
"Vietnamese Evangelical Church of South Florida","Vietnamese District C&MA",313326,8912600,mucsuphien@gmail.com,Completed,N
"Vietnamese Evangelical Church US","South Pacific Alliance",781031,3906072,info.vecus@gmail.com,Completed,Y
"Vietnamese Grace Alliance Church","Vietnamese District C&MA",313374,8926840,lche874@gmail.com,Completed,N
"Village Church Shell Point","The Alliance Southeast",308634,4212192,tvc@villagechurchshellpoint.org,Completed,Y
"Vineland Native American Chapel","North Central District C&MA",314335,2727339,lesnyvonne2002@yahoo.com,Completed,Y
"Virgie C&MA Church","Ohio Valley District C&MA",305724,2821801,,"Not Started",N
"Visible Church","Great Lakes District C&MA",784381,1039014,info@visibletoledo.com,Completed,Y
"Vision Church of Houston","Korean District C&MA",773542,7848003,damdae21@gmail.com,Completed,Y
"Vive City Chapel","The Alliance Southeast",308765,4212432,miamileadpastor@gmail.com,Completed,Y
"Wabash Alliance Church","The Alliance Midwest District",303610,1818792,wabashalliancechurch@gmail.com,Completed,Y
"Wadena Alliance Church","North Central District C&MA",305249,2727765,wadenacma@wadenacma.com,Completed,Y
"Wagner Community Church","North Central District C&MA",305529,2746608,roberts99@hcinet.net,Completed,Y
